PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA451663	thioguanine	2-Amino 6MP,2-Amino-6-mercaptopurine,2-Amino-6-merkaptopurin,2-Amino-6-purinethiol,2-Aminopurin-6-thiol,2-Aminopurine-6(1H)-thione,2-Aminopurine-6-thiol,6-Mercapto-2-aminopurine,6-Mercaptoguanine,6-Thioguanine,TG,ThG,Tioguanin,Tioguanine	Lanvis,Tabloid,Wellcome U3B		Drug/Small Molecule	DailyMed:dfda4177-3c9d-44ab-3ca6-e4db8e9fc603,TTD:DAP000194,bindingDb:50200099,chemSpider:2005804,clinicalTrials:NCT00549848,dpd:282081,drugBank:DB00352,keggCompound:C07648,ndc:0173-0880-25,pubChemCompound:2723601,pubChemSubstance:152248,pubChemSubstance:46508170,url:http://en.wikipedia.org/wiki/Thioguanine	c1[nH]c2c(=S)[nH]c(nc2n1)N	Yes	ATC:L01BB(Purine analogues),NDFRT:N0000147080(THIOGUANINE),RxNorm:10485(Thioguanine),UMLS:C0039902(Thioguanine)
PA451664	thiopental	Penthiobarbital,Pentothal,Pentothiobarbital,Thiomebumal,Thionembutal,Thiopentobarbital,Thiopentobarbitone,Thiopentobarbituric acid,Thiopentone,Tiopentale [Italian]	Farmotal,Intraval,Nesdonal,Thiothal,Trapanal	"Thiotal 5g (Thiopental Sodium + Water)",	Drug/Small Molecule	TTD:DAP000661,chebi:102166,chebi:30490,chemSpider:2272258,dpd:38393,drugBank:DB00599,iupharLigand:2579,keggCompound:C07521,pubChemCompound:3000715,pubChemSubstance:46504621,pubChemSubstance:9724,url:http://en.wikipedia.org/wiki/Thiopental		No	ATC:N01AF(Barbiturates, plain),ATC:N05CA(Barbiturates, plain),NDFRT:N0000148030(THIOPENTAL),RxNorm:10493(Thiopental),UMLS:C0039925(Thiopental)
PA451666	thioridazine	Thioridazin,Thioridazine Chloride,Thioridazine Hcl,Thioridazine Hydrochloride,Thoridazine Hydrochloride	Aldazine,Mallorol,Malloryl,Meleril,Mellaril,Mellaril Hydrochloride,Mellaril-S,Mellarit,Mellerets,Mellerette,Melleretten,Melleril,Metlaril,Novoridazine,Orsanil,Ridazin,Ridazine,Sonapax,Sonapax Hydrochloride,Stalleril,Thioridazine Hcl Intensol,Thioridazine, Prolongatum,Tioridazin		Drug/Small Molecule	DailyMed:56b3f4c2-52af-4947-b225-6808ae9f26f5,TTD:DAP000476,chebi:9566,chemSpider:5253,dpd:360244,drugBank:DB00679,iupharLigand:100,keggDrug:D00373,ndc:0378-0612-01,pubChemCompound:5452,pubChemSubstance:148555,pubChemSubstance:46509070,url:http://en.wikipedia.org/wiki/Thioridazine	CN1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)SC	No	ATC:N05AC(Phenothiazines with piperidine structure),NDFRT:N0000148031(THIORIDAZINE),RxNorm:10502(Thioridazine),UMLS:C0039943(Thioridazine)
PA451668	thiotepa				Drug/Small Molecule	DailyMed:b4e6b9e3-1c09-410e-a4bf-1e844887a201,drugBank:DB04572,keggCompound:C07641,keggDrug:D00583,ndc:55390-030-10,url:http://en.wikipedia.org/wiki/Thiotepa	S=P(N1CC1)(N1CC1)N1CC1	No	ATC:L01AC(Ethylene imines),NDFRT:N0000146261(THIOTEPA),RxNorm:10473(Thiotepa),UMLS:C0039871(Thiotepa)
PA451669	thiothixene	(e)-thiothixene,Cis-thiothixene,Thiothixine,Tiotixene,Tiotixeno [inn-spanish],Tiotixenum [inn-latin]	Navan,Navane,Navaron,Orbinamon		Drug/Small Molecule	DailyMed:3fe9b451-da9d-4790-947e-15a535b369a5,TTD:DAP000318,chemSpider:819430,dpd:24430,drugBank:DB01623,iupharLigand:212,ndc:0049-5710-66,pubChemCompound:941651,pubChemSubstance:10391422,pubChemSubstance:46505564,url:http://en.wikipedia.org/wiki/Thiothixene		No	ATC:N05AF(Thioxanthene derivatives),NDFRT:N0000148032(THIOTHIXENE),RxNorm:10510(Thiothixene),UMLS:C0039955(Thiothixene)
PA451673	l-threonine	(S)-Threonine,2-Amino-3-hydroxybutyric acid,L-(-)-Threonine,Threonin,Threonine,[R-(R*,S*)]-2-Amino-3-hydroxybutanoic acid			Drug/Small Molecule	HET:THR,chebi:16857,chemSpider:6051,drugBank:DB00156,keggCompound:C00188,keggDrug:D00041,pdb:THR,pubChemCompound:6288,pubChemSubstance:3488,pubChemSubstance:46506798,url:http://en.wikipedia.org/wiki/L-Threonine		No	NDFRT:N0000006272(Threonine [Chemical/Ingredient]),UMLS:C0040005(Threonine [Chemical/Ingredient])
PA451674	thrombin				Drug/Small Molecule			No	ATC:B02BC(Local hemostatics),NDFRT:N0000146856(THROMBIN),RxNorm:10528(Thrombin),UMLS:C0040018(Thrombin)
PA451680	thyroid preparations				Drug Class			No	ATC:H03A(Thyroid Preparations)
PA451682	tiagabine	Tiagabina [INN-Spanish],Tiagabinum [INN-Latin]	Gabitril		Drug/Small Molecule	DailyMed:cf97a72e-951e-a7db-a574-adac12a6b189,TTD:DAP000164,bindingDb:50039251,chemSpider:54661,drugBank:DB00906,keggCompound:C07503,ndc:63459-402-30,pubChemCompound:60648,pubChemSubstance:196924,pubChemSubstance:46505560,url:http://en.wikipedia.org/wiki/Tiagabine		No	ATC:N03AG(Fatty acid derivatives),MeSH:C059205(tiagabine),NDFRT:N0000022098(TIAGABINE),RxNorm:31914(tiagabine),UMLS:C0068897(tiagabine)
PA451684	ticarcillin	Ticarcilina [inn-spanish],Ticarcillin supplement,Ticarcilline [inn-french],Ticarcillinum [inn-latin]		"Timentin (Ticarcillin + Clavulanate)",	Drug/Small Molecule	TTD:DAP000458,chebi:9587,chemSpider:33876,drugBank:DB01607,keggCompound:C07139,pubChemCompound:36921,pubChemSubstance:46505959,pubChemSubstance:9348,url:http://en.wikipedia.org/wiki/Ticarcillin		No	NDFRT:N0000148033(TICARCILLIN),RxNorm:10591(Ticarcillin),UMLS:C0040193(Ticarcillin)
PA451686	ticlopidine	Ticlopidine HCL,Ticlopidine Hydrochloride	Ticlid		Drug/Small Molecule	DailyMed:828c40f4-5969-4254-9008-36af15cc601b,TTD:DAP000723,chebi:9588,chemSpider:5273,clinicalTrials:NCT00413608,clinicalTrials:NCT01097343,clinicalTrials:NCT01341600,clinicalTrials:NCT01503658,clinicalTrials:NCT01815008,dpd:2239744,drugBank:DB00208,keggCompound:C07140,ndc:0004-0018-23,pubChemCompound:5472,pubChemSubstance:46504438,pubChemSubstance:9349,url:http://en.wikipedia.org/wiki/Ticlopidine	c1ccc(c(c1)CN2CCc3c(ccs3)C2)Cl	No	ATC:B01AC(Platelet aggregation inhibitors excl. heparin),NDFRT:N0000148235(TICLOPIDINE),RxNorm:10594(Ticlopidine),UMLS:C0040207(Ticlopidine)
PA451688	tiludronate	Acide tiludronique [INN-French],Acido tiludronico [INN-Spanish],Acidum tiludronicum [INN-Latin],Tiludronate disodium,Tiludronic Acid Disodium Salt,Tiludronic acid	Skelid		Drug/Small Molecule	DailyMed:25369752-9d6c-4802-823c-c4205339a525,chebi:15847,chemSpider:54905,drugBank:DB01133,keggCompound:C08141,ndc:0024-1800-16,pubChemCompound:60937,pubChemSubstance:10341,pubChemSubstance:46505302,url:http://en.wikipedia.org/wiki/Tiludronate		No	ATC:M05BA(Bisphosphonates),MeSH:C058651(tiludronic acid),NDFRT:N0000022077(TILUDRONATE),RxNorm:57230(Tiludronate),UMLS:C0145942(Tiludronate)
PA451690	timolol	Timolol maleate,Timololum [INN-Latin]	Apo-Timol,Apo-Timop,Aquanil,Betim,Betimol,Blocadren,Istalol,Novo-Timol,Nu-Timolol,Phoxal-timolol,Proflax,Temserin,Tenopt,Tim-AK,Timacar,Timacor,Timopic,Timoptic,Timoptic OcuDose,Timoptic in Ocudose,Timoptic-XE,Timoptol	"Combigan (Brimonidine Tartrate + Timolol Maleate)","Cosopt (Dorzolamide Hydrochloride + Timolol Maleate)","Timolide Tab (Hydrochlorothiazide + Timolol Maleate)","Timpilo 2 (Pilocarpine Hydrochloride + Timolol Maleate)","Timpilo 4 (Pilocarpine Hydrochloride + Timolol Maleate)","Xalacom (Latanoprost + Timolol Maleate)",	Drug/Small Molecule	DailyMed:00f62dd1-dad2-4892-8a5d-21e5e54509ce,HET:TIM,TTD:DAP000088,chebi:39465,dpd:812455,drugBank:DB00373,iupharLigand:565,keggCompound:C07141,ndc:68669-522-05,pdb:TIM,pubChemCompound:33624,pubChemSubstance:175467,url:http://en.wikipedia.org/wiki/Timolol	CC(C)(C)NC[C@@H](COc1c(nsn1)N2CCOCC2)O	No	ATC:C07AA(Beta blocking agents, non-selective),ATC:S01ED(Beta blocking agents),NDFRT:N0000148034(TIMOLOL),RxNorm:10600(Timolol),UMLS:C0040233(Timolol)
PA451694	tinzaparin		Innohep		Drug/Small Molecule			No	NDFRT:N0000022204(TINZAPARIN),RxNorm:69646(tinzaparin),UMLS:C0216278(tinzaparin)
PA451698	tirofiban		AGG,Aggrastat,Tirofiban [BAN:INN]		Drug/Small Molecule	HET:AGG,TTD:DAP000696,chebi:9605,chemSpider:54912,dpd:2240706,drugBank:DB00775,keggCompound:C07965,ndc:25208-001-01,pdb:AGG,pubChemCompound:60947,pubChemSubstance:46504678,pubChemSubstance:654151,url:http://en.wikipedia.org/wiki/Tirofiban		No	ATC:B01AC(Platelet aggregation inhibitors excl. heparin),MeSH:C078823(tirofiban),NDFRT:N0000022121(TIROFIBAN),RxNorm:73137(tirofiban),UMLS:C0247025(tirofiban)
PA451701	tizanidine	Tizanidina [INN-Spanish],Tizanidine Hcl,Tizanidinum [INN-Latin]	Sirdalud,Ternelin,Zanaflex		Drug/Small Molecule	DailyMed:b4227d39-6f9e-5ded-4169-087ce91a75b5,TTD:DAP000234,bindingDb:50240671,chemSpider:5287,dpd:2259893,drugBank:DB00697,keggCompound:C07452,ndc:0378-0722-01,pubChemCompound:5487,pubChemSubstance:180932,pubChemSubstance:46505373,url:http://en.wikipedia.org/wiki/Tizanidine	c1cc(c(c2c1nsn2)NC3=NCCN3)Cl	No	ATC:M03BX(Other centrally acting agents),MeSH:C023754(tizanidine),NDFRT:N0000148492(TIZANIDINE),RxNorm:57258(tizanidine),UMLS:C0146011(tizanidine)
PA451704	tobramycin	3'-Deoxykanamycin B,SPRC-AB01,Tobramycin Sulfate,tobramycin solution for inhalation	Aktob,Distobram,Gernebcin,NF 6,Nebcin,Nebramycin,Nebramycin 6,Nebramycin Factir 6,Nebramycin Factor 6,Nebramycin Vi,Obracin,Obramycin,Sybryx,Tenebrimycin,Tenemycin,Tobi,Tobracin,Tobradex,Tobradistin,Tobramaxin,Tobramitsetin,Tobramycetin,Tobrasone,Tobrex		Drug/Small Molecule	DailyMed:4b8716c4-0ffd-49aa-9006-a3bf5b6d19a6,HET:TOY,TTD:DAP000110,bindingDb:50090265,chebi:28864,chemSpider:33377,dpd:2241209,drugBank:DB00684,keggCompound:C00397,keggDrug:D00063,ndc:0065-0643-05,pdb:TOY,pubChemCompound:36294,pubChemCompound:5496,pubChemSubstance:447098,pubChemSubstance:46507662,url:http://en.wikipedia.org/wiki/Tobramycin		No	ATC:J01GB(Other aminoglycosides),ATC:S01AA(Antibiotics),NDFRT:N0000146911(TOBRAMYCIN),RxNorm:10627(Tobramycin),UMLS:C0040341(Tobramycin)
PA451706	tocainide	Tocainida [INN-Spanish],Tocainidum [INN-Latin]	Tonocard		Drug/Small Molecule	TTD:DAP000517,bindingDb:50092595,chebi:9611,chemSpider:35632,dpd:598941,drugBank:DB01056,keggCompound:C07142,keggDrug:D06172,pubChemCompound:38945,pubChemSubstance:46505385,pubChemSubstance:9351,url:http://en.wikipedia.org/wiki/Tocainide	Cc1cccc(c1NC(=O)C(C)N)C	No	ATC:C01BB(Antiarrhythmics, class Ib),NDFRT:N0000148035(TOCAINIDE),RxNorm:42359(Tocainide),UMLS:C0085237(Tocainide)
PA451716	tolazoline		Artonil,Benzazoline,Benzidazol,Benzolin,Benzylimidazoline,Dilatol Asi,Divascol,Imidalin,Imidaline,Kasimid,Lambril,Olitensol,Peripherine,Phenylmethylimidazoline,Prefaxil,Priscol,Priscoline,Tolazolin,Vasimid,Vasodil,Vasodilatan		Drug/Small Molecule	TTD:DAP000477,chebi:28502,chemSpider:5303,dpd:2195887,drugBank:DB00797,keggCompound:C07147,ndc:0083-6733-04,pubChemCompound:5504,pubChemSubstance:46505641,pubChemSubstance:9356,url:http://en.wikipedia.org/wiki/Tolazoline	c1ccc(cc1)CC2=NCCN2	No	ATC:C04AB(Imidazoline derivatives),ATC:M02AX(Other topical products for joint and muscular pain),NDFRT:N0000148036(TOLAZOLINE),RxNorm:10634(Tolazoline),UMLS:C0040373(Tolazoline)
PA451718	tolbutamide		Aglicid,Apo-Tolbutamide,Arkozal,Artosin,Artozin,Butamid,Butamide,Diaben,Diabetamid,Diabetol,Diabuton,Diasulfon,Dirastan,Dolipol,Drabet,Glyconon,Ipoglicone,Mobenol,Novo-Butamide,Orabet,Oralin,Orezan,Orinase,Orinase Diagnostic,Orinaz,Oterben,Pramidex,Rastinon,Restinon,Sk-tolbutamide,Tol-Tab,Tolbusal,Tolbutamid,Toluina,Tolumid,Toluvan,Tolylsulfonylbutylurea,Willbutamide		Drug/Small Molecule	DailyMed:3995eed8-39ec-ce5e-8cc2-062f93445c8d,TTD:DAP000136,chebi:27999,chemSpider:5304,dpd:156663,drugBank:DB01124,iupharLigand:2415,keggCompound:C07148,keggDrug:D00380,ndc:0378-0215-01,pubChemCompound:5505,pubChemSubstance:149066,pubChemSubstance:46508421,url:http://en.wikipedia.org/wiki/Tolbutamide	CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C	Yes	ATC:A10BB(Sulfonamides, urea derivatives),ATC:V04CA(Tests for diabetes),NDFRT:N0000146241(TOLBUTAMIDE),RxNorm:10635(Tolbutamide),UMLS:C0040374(Tolbutamide)
PA451720	tolcapone		Tasmar		Drug/Small Molecule	DailyMed:a0e47a9d-78e7-4523-983a-aa259f221736,TTD:DAP000607,bindingDb:50108877,chemSpider:3848682,dpd:2235914,drugBank:DB00323,keggCompound:C07949,keggDrug:D00786,ndc:0187-0938-01,pubChemCompound:4659569,pubChemSubstance:10150,pubChemSubstance:46504932,url:http://en.wikipedia.org/wiki/Tolcapone	Cc1ccc(cc1)C(=O)c2cc(c(c(c2)O)O)N(=O)=O	No	ATC:N04BX(Other dopaminergic agents),MeSH:C066340(tolcapone),NDFRT:N0000148551(TOLCAPONE),RxNorm:72937(tolcapone),UMLS:C0246330(tolcapone)
PA451721	tolmetin	Tolmetin Sodium,Tolmetina [DCIT],Tolmetine [INN-French],Tolmetino [INN-Spanish],Tolmetinum [INN-Latin]	Tolectin,Tolectin DS		Drug/Small Molecule	DailyMed:74e4d717-80c2-4d7d-a713-7c2b9e2b6b64,TTD:DAP000777,chemSpider:5308,dpd:632740,drugBank:DB00500,keggCompound:C02328,ndc:0093-8815-01,pubChemCompound:5509,pubChemSubstance:46507060,pubChemSubstance:7849414,url:http://en.wikipedia.org/wiki/Tolmetin	Cc1ccc(cc1)C(=O)c2ccc(n2C)CC(=O)O	No	ATC:M01AB(Acetic acid derivatives and related substances),ATC:M02AA(Antiinflammatory preparations, non-steroids for topical use),NDFRT:N0000148037(TOLMETIN),RxNorm:10636(Tolmetin),UMLS:C0040377(Tolmetin)
PA451728	topiramate	Tipiramate [French],Tipiramato [Spanish],Topiramato [INN-Spanish],Topiramatum [INN-Latin],Topiramic acid,topiramate tablet	Topamax,Topamax Sprinkle		Drug/Small Molecule	DailyMed:61f36cba-e314-4ec9-8c84-5259153049b5,TTD:DAP000137,bindingDb:10887,chemSpider:4447672,clinicalTrials:NCT00304603,clinicalTrials:NCT01868204,dpd:2239908,drugBank:DB00273,keggCompound:C07502,keggDrug:D00537,ndc:0904-6016-04,pubChemCompound:5284627,pubChemSubstance:194321,pubChemSubstance:46508334,url:http://en.wikipedia.org/wiki/Topiramate		No	ATC:N03AX(Other antiepileptics),MeSH:C052342(topiramate),NDFRT:N0000148493(TOPIRAMATE),RxNorm:38404(topiramate),UMLS:C0076829(topiramate)
PA451729	topotecan	TPT,TTC,Topotecan Hcl,Topotecan Hydrochloride,Topotecan Lactone,Topotecane [INN-French],Topotecanum [INN-Latin],topotecan	Hycamptamine,Hycamptin,Hycamtin		Drug/Small Molecule	DailyMed:3c15da96-d309-4b93-f5aa-cfb52c25c174,HET:TTC,TTD:DAP000648,chemSpider:54705,clinicalTrials:NCT00611468,clinicalTrials:NCT01012817,clinicalTrials:NCT01121406,clinicalTrials:NCT01606878,dpd:2231116,drugBank:DB01030,keggCompound:C11158,ndc:0007-4201-01,pdb:TTC,pubChemCompound:60700,pubChemSubstance:46505204,pubChemSubstance:606579,url:http://en.wikipedia.org/wiki/Topotecan	CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccc(c(c5c4)CN(C)C)O)O	No	ATC:L01XX(Other antineoplastic agents),NDFRT:N0000022037(TOPOTECAN),RxNorm:57308(Topotecan),UMLS:C0146224(Topotecan)
PA451731	toremifene	toremifene	Acapodene,Fareston,Farestone,Toremifene Base,Toremifeno [Spanish],Toremifenum [Latin],Z-Toremifene		Drug/Small Molecule	DailyMed:a6ff9761-7442-4bff-9e50-858c03e27fd0,TTD:DAP000793,chebi:9635,chemSpider:2275722,drugBank:DB00539,keggCompound:C08166,ndc:11399-005-30,pubChemCompound:3005573,pubChemSubstance:193362,pubChemSubstance:46506087,url:http://en.wikipedia.org/wiki/Toremifene		No	ATC:L02BA(Anti-estrogens),NDFRT:N0000022107(TOREMIFENE),RxNorm:38409(Toremifene),UMLS:C0076836(Toremifene)
PA451733	torasemide	Torasemida [INN-Spanish],Torasemidum [INN-Latin],Torsemide	Demadex,Luprac		Drug/Small Molecule	TTD:DAP000745,chemSpider:38123,clinicalTrials:NCT01788254,dpd:2129094,drugBank:DB00214,keggDrug:D00382,ndc:0093-7127-01,pubChemCompound:41781,pubChemSubstance:182449,pubChemSubstance:46504760,url:http://en.wikipedia.org/wiki/Torasemide		No	ATC:C03CA(Sulfonamides, plain),MeSH:C026116(torsemide),NDFRT:N0000006018(torsemide [Chemical/Ingredient]),UMLS:C0076840(torsemide [Chemical/Ingredient])
PA451735	tramadol	Tramadol HCl,Tramadol hydrochloride,Tramadolum [INN-Latin],Tramodol Hcl,tramadol	Crispin,Ralivia ER,Ralivia Flashtab,Tramadol HCl BP/EP,Tramal,Tridural,Ultram,Ultram ER,Zydol		Drug/Small Molecule	DailyMed:c0938808-fe14-4b8d-98c4-d04dcc5c9642,TTD:DAP000140,bindingDb:50176262,chemSpider:31105,clinicalTrials:NCT00952159,drugBank:DB00193,keggCompound:C07153,ndc:0045-0659-60,pubChemCompound:33741,pubChemSubstance:175579,pubChemSubstance:46506256,url:http://en.wikipedia.org/wiki/Tramadol	CN(C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O	Yes	ATC:N02AX(Other opioids),NDFRT:N0000021990(TRAMADOL),RxNorm:10689(Tramadol),UMLS:C0040610(Tramadol)
PA451737	trandolapril		Mavik,Tarka,Trandolaprilum [Latin]	"Tarka (Trandolapril + Verapamil hydrochloride)",	Drug/Small Molecule	DailyMed:6f25ed16-e5e9-4170-b4b4-3b460887779e,TTD:DAP000583,chemSpider:4588590,dpd:2239267,drugBank:DB00519,keggDrug:D00383,ndc:65862-164-01,pubChemCompound:5484727,pubChemSubstance:46508300,pubChemSubstance:7847449,url:http://en.wikipedia.org/wiki/Trandolapril		No	ATC:C09AA(ACE inhibitors, plain),MeSH:C052035(trandolapril),NDFRT:N0000148444(TRANDOLAPRIL),RxNorm:38454(trandolapril),UMLS:C0076891(trandolapril)
PA451741	tranylcypromine		Dl-Tranylcypromine,Parnate,Transamine		Drug/Small Molecule	HET:1LP,TTD:DAP000081,chemSpider:390008,dpd:1919598,drugBank:DB00752,keggCompound:C07155,pdb:1LP,pubChemCompound:441233,pubChemSubstance:46505832,pubChemSubstance:9364,url:http://en.wikipedia.org/wiki/Tranylcypromine		No	ATC:N06AF(Monoamine oxidase inhibitors, non-selective),NDFRT:N0000148038(TRANYLCYPROMINE),RxNorm:10734(Tranylcypromine),UMLS:C0040778(Tranylcypromine)
PA451743	trastuzumab	Anti HER2,Ig gamma-1 chain C region	Herceptin		Drug/Small Molecule	DailyMed:492dbdb2-077e-4064-bff3-372d6af0a7a2,TTD:DAP000391,clinicalTrials:NCT00674414,clinicalTrials:NCT01359397,clinicalTrials:NCT01426880,clinicalTrials:NCT01959490,dpd:2240692,drugBank:DB00072,genBank:J00228,ndc:50242-134-68,pubChemSubstance:736684,uniProtKb:P01857,url:http://en.wikipedia.org/wiki/Trastuzumab		No	ATC:L01XC(Monoclonal antibodies),NDFRT:N0000148593(TRASTUZUMAB),RxNorm:224905(trastuzumab),UMLS:C0728747(trastuzumab)
PA451744	trazodone	Trazodona [INN-Spanish],Trazodone Hcl,Trazodone Hydrochloride,Trazodonum [INN-Latin],trazodone	Beneficat,Bimaran,Desirel,Desyrel,Desyrel Dividose,Molipaxin,Pragmazone,Sideril,Thombran,Tombran,Trazalon,Trazodil,Trazodon,Trazolan,Trazonil,Trialodine,Trittico		Drug/Small Molecule	TTD:DAP000104,chebi:9654,chemSpider:5332,clinicalTrials:NCT00817011,dpd:2249804,drugBank:DB00656,iupharLigand:213,keggCompound:C07156,ndc:0087-0778-43,pubChemCompound:5533,pubChemSubstance:172043,pubChemSubstance:46506648,url:http://en.wikipedia.org/wiki/Trazodone	c1ccn2c(c1)nn(c2=O)CCCN3CCN(CC3)c4cccc(c4)Cl	No	ATC:N06AX(Other antidepressants),NDFRT:N0000148039(TRAZODONE),RxNorm:10737(Trazodone),UMLS:C0040805(Trazodone)
PA451746	tretinoin	ATRA,All Trans Retinoic Acid,All Trans-Retinoic Acid,Retionic Acid,beta-Retinoic Acid,tretinoin	Aberel,Accutane,Airol,Aknefug,Aknoten,Amnesteem,Atra-IV,Claravis,Dermairol,Eudyna,Lsotretinoin,Retisol-A,Solage,Sotret,Stieva-A,Stieva-a Forte,Tri-Luma,Vesanoid,Vitinoin		Drug/Small Molecule	DailyMed:e334034e-36d5-4e2d-b2ec-d1410b3374c3,TTD:DNC000117,chebi:15367,chemSpider:5337,dpd:2243914,drugBank:DB00755,keggCompound:C00777,keggDrug:D00094,ndc:0062-0187-02,pubChemCompound:444795,pubChemCompound:5538,pubChemSubstance:46504843,pubChemSubstance:7847162,url:http://en.wikipedia.org/wiki/Tretinoin		No	ATC:D10AD(Retinoids for topical use in acne),ATC:D10BA(Retinoids for treatment of acne),ATC:L01XX(Other antineoplastic agents),NDFRT:N0000146871(TRETINOIN),RxNorm:10753(Tretinoin),UMLS:C0040845(Tretinoin)
PA451749	triamcinolone	Fluoxiprednisolone,Fluoxyprednisolone,Tiamcinolonum [INN-Latin],Triamcinalone,Triamcinolona [INN-Spanish],Triamcinolone acetonide,Triamcinolone diacetate,Triamcinolone hexacetonide,Triamcinolonum [INN]	Adcortyl,Aristocort,Aristocort A,Aristocort Tablets,Aristogel,Aristospan,Azmacort,Celeste,Cinolone,Cinolone-T,Delphicort,Flutex,Fougera,Kenacort,Kenacort-A,Kenacort-Ag,Kenalog,Kenalog in Orabase,Kenalog-10,Kenalog-40,Kenalog-H,Ledercort,Nasacort,Nasacort Aq,Nasacort Hfa,Omcilon,Omicilon,Oracort,Oralone,Orion,Polcortolon,Rodinolone,Sk-Triamcinolone,Tri-Nasal,Triacet,Triacort,Triam-Tablinen,Triamcet,Triamcinlon,Triamcinolon,Triatex,Tricortale,Triderm,Trilone,Tristoject,Trymex,Vetalog,Volon,Volon A	"Aristoform R Crm 0.1% (Clioquinol + Triamcinolone Acetonide)","Derma-4 Ont (Neomycin Sulfate + Nystatin + Thiostrepton (Antibiotic of a Streptomyces Species) + Triamcinolone Acetonide)","Kenacomb Cream (Gramicidin + Neomycin Sulfate + Nystatin + Triamcinolone Acetonide)","Kenacomb Mild Cream (Gramicidin + Neomycin Sulfate + Nystatin + Triamcinolone Acetonide)","Kenacomb Mild Ointment (Gramicidin + Neomycin Sulfate + Nystatin + Triamcinolone Acetonide)","Kenacomb Ointment (Gramicidin + Neomycin Sulfate + Nystatin + Triamcinolone Acetonide)","Kenacomb Ont (Gramicidin + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)","Mecomb Crm 0.1% (Gramicidin + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)","Oribiotic Ointment (Bacitracin + Lidocaine + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)","Panolog Cream (Neomycin (Neomycin Sulfate) + Nystatin + Thiostrepton (Antibiotic of a Streptomyces Species) + Triamcinolone Acetonide)","Panolog Ointment (Neomycin (Neomycin Sulfate) + Nystatin + Thiostrepton (Antibiotic of a Streptomyces Species) + Triamcinolone Acetonide)","Ratio-Triacomb Regular Cream (Gramicidin + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)","Solvaderm Ointment (Neomycin (Neomycin Sulfate) + Nystatin + Thiostrepton (Antibiotic of a Streptomyces Species) + Triamcinolone Acetonide)","Theraderm Cream (Gramicidin + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)","Viaderm Kc Crm (Gramicidin + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)","Viaderm Kc Ont (Gramicidin + Neomycin (Neomycin Sulfate) + Nystatin + Triamcinolone Acetonide)",	Drug/Small Molecule	DailyMed:179c5bbf-fc7f-43af-b817-a5b7633710ae,TTD:DAP000417,chemSpider:29046,dpd:2229540,drugBank:DB00620,keggDrug:D00385,ndc:0781-3243-75,pubChemCompound:31307,pubChemSubstance:173366,pubChemSubstance:46507950,url:http://en.wikipedia.org/wiki/Triamcinolone		No	ATC:A01AC(Corticosteroids for local oral treatment),ATC:D07AB(Corticosteroids, moderately potent (group II)),ATC:D07XB(Corticosteroids, moderately potent, other combinations),ATC:H02AB(Glucocorticoids),ATC:R01AD(Corticosteroids),ATC:R03BA(Glucocorticoids),ATC:S01BA(Corticosteroids, plain),NDFRT:N0000145980(TRIAMCINOLONE),RxNorm:10759(Triamcinolone),UMLS:C0040864(Triamcinolone)
PA451752	triamterene	Triamteren	Ademin,Ademine,Diren,Ditak,Diucelpin,Diurene,Dyazide,Dyren,Dyrenium,Dytac,Jatropur,Maxzide,Maxzide-25,Noridil,Noridyl,Pterofen,Pterophene,Taturil,Teriam,Teridin,Tri-Span,Triampur,Triamteril,Triamteril Complex,Trispan,Triteren,Urocaudal	"Apo Triazide Tab (Hydrochlorothiazide + Triamterene)","Dyazide Tab (Hydrochlorothiazide + Triamterene)","Novo-Triamzide (Hydrochlorothiazide + Triamterene)","Nu-Triazide Tab 50 Mg/25 Mg (Hydrochlorothiazide + Triamterene)","Penta-Triamterene HCTZ Tablets (Hydrochlorothiazide + Triamterene)","Pro-Triazide (Hydrochlorothiazide + Triamterene)","Riva-Zide 50/25mg Tablets (Hydrochlorothiazide + Triamterene)",	Drug/Small Molecule	DailyMed:5012f997-9fb2-4c3d-99fd-4f7efd7c39af,TTD:DAP000575,bindingDb:6644,chemSpider:5345,dpd:1919563,drugBank:DB00384,keggDrug:D00386,ndc:65197-002-01,pubChemCompound:5546,pubChemSubstance:153028,pubChemSubstance:46507623,url:http://en.wikipedia.org/wiki/Triamterene		No	ATC:C03DB(Other potassium-sparing agents),NDFRT:N0000146253(TRIAMTERENE),RxNorm:10763(Triamterene),UMLS:C0040869(Triamterene)
